Respondent ID,Respondent's gender,Respondent's age,Respondent's marital status,What province does the respondent live?,Name of city / town / growth point,Name of area/ suburb/village,Can you read and write?,What is your highest level of education?,Are you employed?,Mining,Retail,Civil service,Transport,Manufacturing,Tourism,NGOs,Local Government,Vending,Cross border trading,Tuck shop owner,Stationary shop owner,Flea market / bale shop,Canteen shop,Hair-dresser,Beads and ware making,Other (please specify),What best describes ﻿your accommodation agreement?,How can you describe your type of accommodation?,Which bracket can you place your monthly income given your earnings in the past 3 months?,"Have you ever been a part of a policy formulation process? (Eg. National budget consultative meeting, Parliamentary Portfolio Committee Public Outreach)",Budget approval,Discussions on performance of local authority,Discussions on performance of central government,Consultations on service delivery,COVID-19 national response,Consultations on the Transitional Stabilisation Program,Consultations on Vision 2030,Consultations on the National Development Strategy 1,Other (please specify),Do you think there is adequate scope / room for you to make an input towards public policy processes?,Budget approval,Consultations on improvement of service delivery,Discussions on performance of local authorities,Discussions on performance of central government,COVID-19 national response,Development of national processes,Other,Do you know about the National Development Strategy 1: 2021-2025 (NDS1)?,None of the above,Economic Growth and stability,"Transport, Infrastructure and Utilities",Governance,Moving the Economy up the Value Chain and Structural Transformation,Housing Delivery,Devolution,Health and Well-being,Human Capital Development,"Environmental Protection,Climate Resilience and Natural Resource Management",Food Security and Nutrition,Image Building and International Engagement and Re-engagement,Social Protection,Digital Economy,"Youth, Sport and Culture",All of the mentioned priority areas below,Other (please specify),Did you participate or make an input into the content of the NDS1?,Do you know about Vision 2030?,Governance Pillar,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",Youth Development,Gender Equality and Women Empowerment,"Sport, Recreation, Arts and Culture",Did you participate or make an input into the content of Vision 2030?,Did you vote in the last general elections,Do you know your current Ward Councillor?,Clean water provision,Garbage disposal,Housing,Road network maintenance,Health care,Employment creation,Electricity,Education,Regular supply of clean water,Garbage disposal,Affordable Housing / Stands,Regular road network maintenance,Functioning and well equipped clinics,Jobs,Improved provision of Education,Vocational training opportunities,Street light  installation and maintenance,Sewer reticulation,Other (please specify),Incompetence by office holders,Corruption,Meddling by central government,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,Inadequate resources,Other (please specify),How would you rank overall local council performance since election so far?,Do you know your current Member of Parliament,Do you know your current Senator?,How would you rank overall Government performance since elections?,Provision / Creation of jobs - Rating,Stability of prices - Rating,Health care delivery - Rating,Education delivery - Rating,Nation building - Rating,Infrastructure development - Rating,Does government have adequate resources to implement or address these issues?,Limited financial resources,Corruption,Sanctions,Lack of political will,Incompetence,Ineffective leadership,Lack of integrity,External political pressures,Other (please specify),Stabilising prices,Fixing cash shortages,Creating employment,Dealing with corruption,Improved infrastructure,Re-engagement with the international community,Working together with other political parties,Resuscitating industry,Improved health service delivery,Improved education provision,Ensuring food security,Affordable housing and stands,Improved local government service provision,Other (please specify),Many of us in well paying jobs (family / friends),Stable and affordable prices of goods,Many of us have our own homes,We are food secure (3 meals a day),Corrupt elements are put in prison,Industries are open and exporting,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",Political parties are not insulting each other but are working together.,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,Other (please specify),Are there any other issues you feel should be addressed?
13091444238,Male,56 - 65,Widowed,Mashonaland East,Murehwa Center,Red bricks,Yes,Secondary school,Yes,,,,,,,,,,,Tuck shop owner,,,,,,,Own- Fully paid for,Cottage,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Non-existent (very bad),Remained the same (fair),Remained the same (fair),Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),,,Affordable Housing / Stands,,,Jobs,Improved provision of Education,,,,,,Corruption,,,,,,Medium,Yes,No,Medium,Low,Medium,Medium,Low,Low,Low,Yes,,Corruption,,Lack of political will,,,,,,Stabilising prices,,Creating employment,,,,,,,Improved education provision,,,,,,Stable and affordable prices of goods,Many of us have our own homes,,Corrupt elements are put in prison,,,,,,,No
13091447670,Female,26 - 35,Married,Mashonaland West,Chinhoyi,Katanda,Yes,Secondary school,Yes,,,,,,Tourism,NGOs,,,,,,,,,,,Rental,Cottage,US$501-$1000,Yes,,,Discussions on performance of central government,,COVID-19 national response,Consultations on the Transitional Stabilisation Program,,,,No,,,,,,,,Yes,,Economic Growth and stability,,,Moving the Economy up the Value Chain and Structural Transformation,,,,,,,Image Building and International Engagement and Re-engagement,Social Protection,,,,,No,Yes,,,Inclusive Growth,Infrastructural Development,,,Youth Development,,,Yes,Yes,Yes,Remained the same (fair),Moderately improved (good),Remained the same (fair),Moderately improved (good),Remained the same (fair),Moderately improved (good),Remained the same (fair),Moderately improved (good),Regular supply of clean water,,,Regular road network maintenance,Functioning and well equipped clinics,,,,,,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Medium,Yes,Yes,Medium,High,Low,Low,Medium,Medium,Low,Yes,Limited financial resources,,,,Incompetence,Ineffective leadership,,,,,,,Dealing with corruption,Improved infrastructure,,,,,,,,Improved local government service provision,,,Stable and affordable prices of goods,,,,,,,Political parties are not insulting each other but are working together.,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,No thanks
13091437344,Male,36 - 45,Married,Midlands,Gweru,Athlone,Yes,Tertiary education,Yes,Mining,,,,,,NGOs,,,,,,,,,,,Own- Fully paid for,Full house,more than US$1000,Yes,Budget approval,,,Consultations on service delivery,,,,Consultations on the National Development Strategy 1,,Yes,Budget approval,,,Discussions on performance of central government,,Development of national processes,,Yes,,Economic Growth and stability,,,,,,,Human Capital Development,,,Image Building and International Engagement and Re-engagement,,,,,,Yes,Yes,,Macro-Economic Stability and Financial Re-engagement,,,,"Micro, Small and Medium Enterprises",,Gender Equality and Women Empowerment,,Yes,Yes,Yes,Improved a lot (excellent),Improved a lot (excellent),Decreased (bad),Improved a lot (excellent),Decreased (bad),Remained the same (fair),Moderately improved (good),Non-existent (very bad),Regular supply of clean water,Garbage disposal,,,,,,,,Sewer reticulation,,,,,,Lack of appropriate oversight by residents,,,High,Yes,Yes,High,Medium,High,Medium,Low,High,High,Yes,,,,,,Ineffective leadership,,,,,,,,,,,,Improved health service delivery,,,Affordable housing and stands,Improved local government service provision,,Many of us in well paying jobs (family / friends),Stable and affordable prices of goods,,,,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13091431379,Female,18 - 25,Married,Mashonaland West,Banket,Banket,Yes,Secondary school,Yes,,,,,,,NGOs,,,,,,Flea market / bale shop,,,,,Rental,Room(s) in a house,US$201-$500,Yes,,,Discussions on performance of central government,Consultations on service delivery,,,,,,No,,,,,,,,Yes,,,"Transport, Infrastructure and Utilities",,Moving the Economy up the Value Chain and Structural Transformation,,,,,,Food Security and Nutrition,,Social Protection,,,,,Yes,Yes,,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",Youth Development,,,Yes,Yes,Yes,Remained the same (fair),Remained the same (fair),Moderately improved (good),Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Regular supply of clean water,,,Regular road network maintenance,,,Improved provision of Education,,,,,,,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,Inadequate resources,,Medium,Yes,Yes,Medium,High,Medium,Low,Low,Low,Low,Yes,Limited financial resources,Corruption,,Lack of political will,,,,,,,,,Dealing with corruption,,Re-engagement with the international community,,,,,,Affordable housing and stands,,,,Stable and affordable prices of goods,,,,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",Political parties are not insulting each other but are working together.,,,No issues
13091413720,Female,18 - 25,Married,Midlands,Gweru,Riverside,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,"Youth, Sport and Culture",,,No,No,,,,,,,,,,,No,Yes,Remained the same (fair),Moderately improved (good),Non-existent (very bad),Decreased (bad),Non-existent (very bad),Non-existent (very bad),Remained the same (fair),Remained the same (fair),Regular supply of clean water,,,,Functioning and well equipped clinics,,,,,Sewer reticulation,,,,,,Lack of appropriate oversight by residents,,,Medium,Yes,Yes,Low,Low,Low,Low,Low,Medium,Medium,No,,,,,Incompetence,,,,,,,,,,,,,Improved health service delivery,,,,Improved local government service provision,,,Stable and affordable prices of goods,,,,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13091407779,Female,36 - 45,Divorced,Mashonaland West,Banket,Banket,Yes,Tertiary education,Yes,,,,Transport,,Tourism,,,,,,Stationary shop owner,,,,,,Rental,Hostel or Boarding House,US$201-$500,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,,No,Yes,Yes,Moderately improved (good),Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),Regular supply of clean water,Garbage disposal,,Regular road network maintenance,,,,,,,,,,Meddling by central government,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Medium,No,No,Medium,Medium,Low,Medium,Medium,Medium,Medium,No,,Corruption,,,Incompetence,Ineffective leadership,,,,,,Creating employment,,Improved infrastructure,,Working together with other political parties,,,,,,,,,Stable and affordable prices of goods,,,,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",Political parties are not insulting each other but are working together.,,,No issues
13091403595,Female,36 - 45,Separated,Bulawayo,Bulawayo,Northend,Yes,Secondary school,Yes,,,,,,,,,Vending,,,,Flea market / bale shop,,Hair-dresser,,,Living with family or friends,Full house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,Inclusive Growth,,Social Development,,,Gender Equality and Women Empowerment,,No,No,Yes,Remained the same (fair),Remained the same (fair),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Regular supply of clean water,,,,Functioning and well equipped clinics,,,Vocational training opportunities,,,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Low,No,No,Low,Low,Low,Low,Low,Low,Low,No,,Corruption,,,Incompetence,,,,Fraud and corruption are too much,,,,Dealing with corruption,,,,Resuscitating industry,,,,Affordable housing and stands,,,,,,We are food secure (3 meals a day),Corrupt elements are put in prison,Industries are open and exporting,,,,,,When are passports going to be processed again. I need to get a passport but I have been told its only for medical emergency. Why can't passports be given to us
13091393141,Female,36 - 45,Separated,Midlands,Gweru,Riverside,Yes,Tertiary education,Yes,,,,,,,,,,,,,Flea market / bale shop,,Hair-dresser,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,No,Remained the same (fair),Remained the same (fair),Moderately improved (good),Improved a lot (excellent),Decreased (bad),Moderately improved (good),Decreased (bad),Non-existent (very bad),Regular supply of clean water,Garbage disposal,,,,,,,,Sewer reticulation,,,Corruption,,Lack of appropriate oversight by Councillors,,,,Medium,No,No,High,High,High,Low,Low,Medium,Medium,No,Limited financial resources,,Sanctions,,,,,External political pressures,,,,,,,,,,Improved health service delivery,,,,Improved local government service provision,,,,,,,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,No
13091387170,Male,18 - 25,Married,Mashonaland West,Chinhoyi,Gunhill,Yes,Secondary school,Yes,,,,,,,,Local Government,,Cross border trading,,,,,,,,Rental,Cottage,US$201-$500,No,,,,,,,,,,No,,,,,,,,Yes,,Economic Growth and stability,,,,,,,Human Capital Development,,,Image Building and International Engagement and Re-engagement,,Digital Economy,,,,Yes,Yes,,,,Infrastructural Development,Social Development,,,,"Sport, Recreation, Arts and Culture",Yes,Yes,Yes,Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Moderately improved (good),Moderately improved (good),,Garbage disposal,,Regular road network maintenance,,,,,Street light  installation and maintenance,,,,,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Low,No,Yes,Medium,Medium,Medium,Low,Low,Medium,Low,No,,Corruption,,,Incompetence,Ineffective leadership,,,,Stabilising prices,,Creating employment,,,,,,Improved health service delivery,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Nothing to tell
13091379225,Female,18 - 25,Never Married,Bulawayo,Bulawayo,Northend,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,Yes,Remained the same (fair),Decreased (bad),Decreased (bad),Decreased (bad),Non-existent (very bad),Decreased (bad),Decreased (bad),Non-existent (very bad),,Garbage disposal,,,,Jobs,,,Street light  installation and maintenance,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,No,No,Low,Low,Low,Low,Low,Low,Low,No,,Corruption,Sanctions,,,Ineffective leadership,,,,,,,Dealing with corruption,,,,,Improved health service delivery,,,Affordable housing and stands,,,,,,We are food secure (3 meals a day),,,Our schools are working,,,,The youth like us are able to afford to go to college and get jobs. ,Youth programs should be introduced especially in our communities to assist youth with income generating projects. I am a student and am struggling to pay fees and look forward to a better Zimbabwe
13091371216,Female,26 - 35,Never Married,Midlands,Gweru,Southdowns,Yes,Tertiary education,Yes,,,,,,,,,,,,,,,Hair-dresser,,,Rental,Room(s) in a house,US$101-$200,Yes,,,,Consultations on service delivery,,,,,,Yes,Budget approval,Consultations on improvement of service delivery,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Moderately improved (good),Remained the same (fair),Decreased (bad),Improved a lot (excellent),Non-existent (very bad),Non-existent (very bad),Remained the same (fair),Non-existent (very bad),Regular supply of clean water,Garbage disposal,,,,,,,,Sewer reticulation,,,,,,Lack of appropriate oversight by residents,,,Medium,Yes,Yes,Low,Low,Medium,Low,Low,Low,High,Yes,,,,Lack of political will,,,,,,,,Creating employment,,,,,Resuscitating industry,Improved health service delivery,,,,,,,Stable and affordable prices of goods,Many of us have our own homes,,,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13091368482,Male,18 - 25,Never Married,Mashonaland East,Murehwa Center,Red bricks,Yes,Secondary school,Yes,,,,Transport,,,,,,,,,,,,,,Living with family or friends,Full house,US$51-$100,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,Yes,Remained the same (fair),Non-existent (very bad),Remained the same (fair),Remained the same (fair),Decreased (bad),Non-existent (very bad),Remained the same (fair),Decreased (bad),,,,,Functioning and well equipped clinics,Jobs,,Vocational training opportunities,,,,,Corruption,,,,Inadequate resources,,Medium,No,No,Low,Low,Medium,Medium,Low,Medium,Medium,Yes,,Corruption,,Lack of political will,,,,,,Stabilising prices,,Creating employment,,,,,,,Improved education provision,,,,,Many of us in well paying jobs (family / friends),,,,Corrupt elements are put in prison,,Our schools are working,,,,,None
13091348870,Female,36 - 45,Never Married,Bulawayo,Bulawayo,Northend,Yes,Tertiary education,Yes,,,Civil service,,,,,,,,,,,,,,Accountant,Rental,Cottage,US$201-$500,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,"Micro, Small and Medium Enterprises",Youth Development,Gender Equality and Women Empowerment,,No,Yes,Yes,Remained the same (fair),Remained the same (fair),Non-existent (very bad),Decreased (bad),Decreased (bad),Non-existent (very bad),Decreased (bad),Decreased (bad),,Garbage disposal,,,Functioning and well equipped clinics,,,,Street light  installation and maintenance,,,,Corruption,,,,,In Zimbabwe its corruption that is affecting s,Low,No,Yes,Low,Low,Low,Low,Low,Low,Low,No,,Corruption,,,Incompetence,Ineffective leadership,,,,,,,Dealing with corruption,,,,Resuscitating industry,,,Ensuring food security,,,,Many of us in well paying jobs (family / friends),,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,"The issue of the youth, especially in them getting housing and their own stand. I graduated from University a few years ago, but I can't afford to buy a stand let alone a house. Very soon I will.be 40 years without land."
13091348262,Female,36 - 45,Widowed,Mashonaland West,Chinhoyi,Chinhoyi University of Technology,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Rental,Hostel or Boarding House,US$0-$50,No,,,,,,,,,,No,,,,,,,,Yes,,,"Transport, Infrastructure and Utilities",,,,,,,,Food Security and Nutrition,,Social Protection,,"Youth, Sport and Culture",,,No,Yes,,,,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",,,,Yes,Yes,No,Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),Moderately improved (good),Remained the same (fair),Moderately improved (good),Remained the same (fair),,,,Regular road network maintenance,,Jobs,Improved provision of Education,,,,,,,Meddling by central government,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Medium,Yes,Yes,Low,Medium,Medium,Medium,High,Low,Medium,Yes,,,,Lack of political will,Incompetence,Ineffective leadership,,,,,,,Dealing with corruption,,Re-engagement with the international community,,,,,Ensuring food security,,,,,,,We are food secure (3 meals a day),,,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No issues
13091332350,Male,46 - 55,Married,Mashonaland East,Murehwa Center,Red bricks,Yes,Secondary school,Yes,,,,,,,,,,,Tuck shop owner,,,,,,,Own- Fully paid for,Full house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",Youth Development,,,No,Yes,Yes,Remained the same (fair),Non-existent (very bad),Moderately improved (good),Remained the same (fair),Remained the same (fair),Non-existent (very bad),Remained the same (fair),Decreased (bad),,Garbage disposal,,,Functioning and well equipped clinics,,Improved provision of Education,,,,,,Corruption,,,,,,Medium,No,No,Medium,Low,Medium,Medium,Low,Medium,Medium,Yes,,Corruption,,Lack of political will,Incompetence,,,,,Stabilising prices,,Creating employment,Dealing with corruption,,,,,,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,None
13091331199,Male,18 - 25,Married,Mashonaland West,Chinhoyi,Alaska,Yes,Secondary school,Yes,,,,,,,NGOs,,,,,,,,,,,Living with family or friends,Cottage,US$501-$1000,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,,Social Development,,Youth Development,Gender Equality and Women Empowerment,,Yes,Yes,Yes,Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Regular supply of clean water,,,Regular road network maintenance,,,Improved provision of Education,,,,,,Corruption,,,,,,Medium,Yes,Yes,Medium,Medium,Low,Medium,Low,Medium,Medium,Yes,,,Sanctions,,Incompetence,,Lack of integrity,,,,,Creating employment,,Improved infrastructure,,,,,Improved education provision,,,,,,Stable and affordable prices of goods,,,,,Our schools are working,,Political parties are not insulting each other but are working together.,,,No issues
13091309310,Female,18 - 25,Married,Mashonaland West,Banket,Banket,Yes,Secondary school,Yes,,Retail,,,,,,,,,Tuck shop owner,,,,,,,Rental,Room(s) in a house,US$201-$500,No,,,,,,,,,,No,,,,,,,,Yes,,,"Transport, Infrastructure and Utilities",,Moving the Economy up the Value Chain and Structural Transformation,,,,,,,,Social Protection,,"Youth, Sport and Culture",,,No,Yes,,,,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",,,,Yes,Yes,No,Remained the same (fair),Remained the same (fair),Moderately improved (good),Moderately improved (good),Moderately improved (good),Remained the same (fair),Remained the same (fair),Moderately improved (good),Regular supply of clean water,Garbage disposal,,,Functioning and well equipped clinics,,,,,,,,,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Medium,Yes,No,Medium,Medium,Medium,Medium,Medium,Low,Low,Yes,Limited financial resources,,Sanctions,Lack of political will,,,,,,,,,,,,Working together with other political parties,Resuscitating industry,Improved health service delivery,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,,,,Political parties are not insulting each other but are working together.,,,No issues
